Program,Course_Code,Total_no_of_Cheld,Total_absences,first_term,mid_term,final,Total_grade
MBA,ENG 101,35,0,C,C-,C+,C
BSCE,ENG 102,50,21,D,C+,C-,C
BATHM,ENG 102,50,33,B-,B-,C,B+
BSCE,ENG 102,50,19,F,C-,C-,C-
BCSE,ENG 102,50,9,B-,C+,B-,B
BCSE,ENG 102,50,17,C-,B-,C,B-
BSEEE,ENG 102,50,18,C-,B,C,B-
BSCE,ENG 102,50,4,B-,D,B-,B
BCSE,ENG 102,50,25,B,B+,B,B+
BSME,ENG 102,50,3,B,B,B+,A
BBA,ENG 102,50,20,B+,B-,B,B
BBA,ENG 102,50,47,F,F,F,F
BATHM,ENG 102,50,22,B+,B,B,A
BCSE,ENG 102,50,7,C-,B+,C+,F
BSCE,ENG 102,50,31,B-,B-,C,B
BSCE,ENG 102,50,28,C-,B-,C,B-
BATHM,ENG 102,50,17,C+,B+,C+,D+
BBA,ENG 102,50,9,D+,B-,C,B-
BCSE,ENG 102,50,42,C,B+,F,C+
BSCE,ENG 102,50,31,D+,B,C,D+
BBA,ENG 102,50,27,C,B+,C+,B-
BSCE,ENG 102,50,13,B+,B+,B,B
BSCE,ENG 102,50,24,F,D+,D,F
BSCE,ENG 102,50,8,B,B+,B,B-
BSCE,ENG 102,50,24,C,B-,C,C
BCSE,ENG 102,50,48,F,F,F,F
BCSE,ENG 102,50,9,C+,B+,B-,B
BSAg,ENG 102,50,3,B,B,B,A
BCSE,ENG 102,50,8,B-,B+,B,C+
BSCE,ENG 102,50,5,B,B,B,B-
BSCE,ENG 102,50,0,A,A,A,B+
BSCE,ENG 102,50,23,B,B-,B-,C+
BSCE,ENG 102,50,3,A,A,A,A
BBA,ENG 102,50,40,B,B,C+,B
BBA,ENG 102,50,46,F,F,F,F
BSCE,ENG 102,50,9,B-,B+,B-,C
BSEEE,ENG 102,50,6,B+,B+,B,B+
BSCE,ENG 102,50,23,C-,B,C-,C-
BSEEE,ENG 102,50,24,D,B-,B-,B+
BSCE,ENG 102,50,30,D,B-,C-,B+
BCSE,ENG 102,50,3,B-,B,B-,B
BCSE,ENG 102,50,15,B-,B-,B-,C
BCSE,ENG 102,50,24,C+,B-,B-,B
BATHM,ENG 102,50,29,C-,C+,C-,C-
BBA,ENG 102,50,47,F,B-,F,F
BBA,ENG 102,50,26,D+,B-,C-,C+
BATHM,ENG 102,50,6,A,B-,A,A
BCSE,ENG 102,50,5,B,B+,A,A
BSCE,ENG 102,50,9,C+,B-,C+,C
BSCE,ENG 102,50,17,B,B+,B-,C-
BCSE,ENG 102,50,13,B+,A,B,B+
BBA,ENG 102,50,21,B,C+,B-,B-
BSCE,ENG 102,50,35,C-,B-,C-,C+
BCSE,ENG 102,50,41,C,C+,C-,B-
BSCE,ENG 102,50,0,C,C-,B-,C+
BSCE,ENG 102,50,0,A,B+,A,A
BSEEE,ENG 102,48,1,C-,B-,B-,B+
BSEEE,ENG 102,48,0,A,A,A,A
BSEEE,ENG 102,48,3,B-,B-,B+,A
BSAg,ENG 102,48,0,A,A,A,A
BSCE,ENG 102,48,2,F,C,D,D
BSCE,ENG 102,48,6,C+,B-,D+,C
BSEEE,ENG 102,48,2,A,B,A,A
BSEEE,ENG 102,48,0,A,B,A,A
BSEEE,ENG 102,48,5,A,A,A,A
BSEEE,ENG 102,48,0,A,A,A,A
BSEEE,ENG 102,48,5,A,B+,A,A
BSEEE,ENG 102,48,2,A,A,A,A
BSEEE,ENG 102,48,4,F,C+,C,C+
BSEEE,ENG 102,48,0,A,B-,A,A
BBA,ENG 102,48,0,A,C+,A,A
BBA,ENG 102,48,7,A,C-,B+,C+
BSEEE,ENG 102,48,0,A,A,A,A
BBA,ENG 102,48,0,A,C,A,A
BSEEE,ENG 102,48,0,A,A,A,A
BSEEE,ENG 102,48,6,B,C+,B-,C+
BSCE,ENG 102,48,2,C+,B,B-,B-
BSCE,ENG 102,48,3,B-,D,C+,B-
BSCE,ENG 102,48,2,C+,A,B,B-
BSCE,ENG 102,48,0,C-,C,C,D+
BSEEE,ENG 102,48,8,B+,C,B-,B+
BSEEE,ENG 102,48,3,A,B-,A,B+
BBA,ENG 102,48,0,B+,C,B,C
BSEEE,ENG 102,48,5,B-,B-,B-,D+
BSCE,ENG 102,48,1,A,A,A,A
BSAg,ENG 102,48,1,D+,C,C,C+
BSAg,ENG 102,48,1,B,B-,B,B-
BSEEE,ENG 102,48,0,C,C,B-,B-
BSAg,ENG 102,48,0,B+,B,A,B+
BSEEE,ENG 102,48,14,D+,C+,D,F
BSEEE,ENG 102,48,0,B+,B-,B+,B+
BSME,ENG 102,48,0,A,B+,A,A
BSAg,ENG 102,48,18,B-,C,D+,F
BSAg,ENG 102,48,2,D+,C-,B-,C+
BSME,ENG 102,48,21,F,F,F,A
BSME,ENG 102,48,2,F,C+,C-,C-
BBA,ENG 102,48,1,F,C-,C-,C-
BBA,ENG 102,48,0,C-,D+,C+,C-
BBA,ENG 102,48,0,C,D+,B-,B-
BSCE,ENG 102,48,1,B,B-,A,C+
BSAg,ENG 102,48,1,D,B-,B-,B-
BSAg,ENG 102,48,0,C,C+,B-,C+
BSEEE,ENG 102,48,0,A,B+,A,A
BBA,ENG 102,48,8,C+,D,C+,C
BSCE,ENG 102,48,0,C-,C-,C+,C+
BSCE,ENG 102,48,4,D+,C-,D+,B+
BATHM,ENG 102,48,3,C+,C-,B-,A
BATHM,ENG 102,48,19,F,D+,D,C-
BSCE,ENG 102,48,4,C+,D+,B-,B-
BBA,ENG 102,48,6,C,B,B-,B-
BBA,ENG 102,48,5,B-,B-,B-,B-
BBA,ENG 102,48,8,C-,A,B-,B-
BBA,ENG 102,48,6,B+,A,A,B
BBA,ENG 102,48,13,C,C,C,C
BBA,ENG 102,48,12,C+,C,C+,B-
BBA,ENG 102,48,8,C+,C+,B-,B-
BBA,ENG 102,48,8,D+,C+,C,B-
BBA,ENG 102,48,12,D+,B-,C,C+
BCSE,ENG 102,48,9,B-,B-,B-,B-
BBA,ENG 102,48,18,C+,C+,B-,B-
BBA,ENG 102,48,4,C,B-,B-,B-
BBA,ENG 102,48,7,C+,B,B-,C+
BBA,ENG 102,48,17,C-,B,B-,C+
BCSE,ENG 102,48,7,B-,B,B-,C
BBA,ENG 102,48,3,B+,A,B,C+
BBA,ENG 102,48,11,C,C,C+,B-
BBA,ENG 102,48,26,D+,C+,C-,B-
BBA,ENG 102,48,2,C+,B,B-,C
BSCE,ENG 102,48,10,C+,C,C,C
BBA,ENG 102,48,5,C,C,B-,B-
BSEEE,ENG 102,48,4,B-,A,B,B-
BBA,ENG 102,48,8,C+,B,B-,B-
BBA,ENG 102,48,15,D+,C,C-,B-
BSAg,ENG 102,48,4,B-,B+,B,B-
BSAg,ENG 102,48,5,C+,B,B-,B-
BSAg,ENG 102,48,8,B-,B+,B-,B-
BBA,ENG 102,48,7,C+,A,B,B-
BBA,ENG 102,48,40,F,B-,F,F
BBA,ENG 102,48,29,C+,A,D,B-
BBA,ENG 102,48,6,C-,B-,B-,B
BSCE,ENG 102,48,13,C,C+,C,C-
BSME,ENG 102,48,5,B-,B,B,B-
BSCE,ENG 102,48,3,D,B-,D,C+
BSCE,ENG 102,48,11,C,B,B-,C
BSAg,ENG 102,48,11,D+,C+,C-,C
BSAg,ENG 102,48,3,B-,A,B,B-
BSAg,ENG 102,48,4,B-,B,B-,C
BSAg,ENG 102,48,12,C+,B,B-,C+
BCSE,ENG 102,48,21,D+,B-,C,B-
BBA,ENG 102,48,28,F,C,F,B-
BSAg,ENG 102,48,10,C,B-,C,C
BSCE,ENG 102,48,4,B-,B-,B-,B-
BBA,ENG 102,48,1,C,B+,B-,B-
BSAg,ENG 102,48,31,C-,B+,F,C
BSEEE,ENG 102,48,1,C+,B-,B-,B-
BBA,ENG 102,48,7,C+,B+,B-,C+
BSAg,ENG 102,48,4,C-,B-,C,C
BSCE,ENG 102,48,0,C+,B-,B-,B-
BSAg,ENG 102,48,4,C,C+,B-,C+
BSAg,ENG 102,48,22,C,B-,C-,D+
BSCE,ENG 102,48,12,B-,B-,B-,C
BSCE,ENG 102,48,12,C,C,C,B-
BSCE,ENG 102,48,0,B+,B,B+,B
BCSE,ENG 102,38,0,B-,B,B+,B
BCSE,ENG 102,38,2,B-,B-,B-,C+
BSCE,ENG 102,38,12,B-,B-,B-,B-
BSME,ENG 102,38,1,C+,B-,B-,B-
BSCE,ENG 102,38,9,F,B-,C-,D+
BSAg,ENG 102,38,0,C,B-,B-,B-
BSME,ENG 102,38,12,C+,C,B-,B
BBA,ENG 102,38,1,B,C+,B,B
BSCE,ENG 101,39,13,B,B,B+,B
BBA,ENG 102,38,5,C,B-,C,C
BBA,ENG 102,38,14,B,B,B,B
BCSE,ENG 102,38,0,B+,B,B+,B+
BSCE,ENG 102,38,0,C+,B-,B-,B
BCSE,ENG 102,38,1,B-,B-,B,C-
BCSE,ENG 102,38,3,A,B-,B+,B-
BSAg,ENG 102,38,0,B-,C,B-,B-
BSCE,ENG 102,38,6,D+,C+,D+,F
BBA,ENG 102,38,1,B+,B,A,B+
BBA,ENG 102,38,10,C+,B-,C+,D+
BSCE,ENG 102,38,7,C-,C+,C,C-
BCSE,ENG 102,38,9,D+,C+,C-,C-
BSME,ENG 102,38,0,B-,B,B+,B+
BCSE,ENG 102,38,4,B,B,B+,B
BSAg,ENG 102,38,4,D+,C,C+,B
BBA,ENG 102,38,10,C,D,C+,B-
BCSE,ENG 102,38,17,D,C-,C-,C-
BCSE,ENG 102,38,1,B+,B-,B+,B+
BSCE,ENG 102,38,3,C,C,C,D+
BSCE,ENG 102,38,8,F,C,D+,F
BBA,ENG 102,38,4,B-,C-,C+,C
BSME,ENG 102,38,6,D+,C-,C-,D+
BBA,ENG 102,38,10,B-,C+,B-,B
BBA,ENG 102,38,15,B,B-,B,B
BSCE,ENG 102,38,1,C,C+,B-,C
BSCE,ENG 102,38,17,F,D+,D+,F
BBA,ENG 102,38,10,D+,B-,C-,D+
BBA,ENG 102,38,1,B+,B,A,A
BBA,ENG 102,38,1,B,B,B,B+
BBA,ENG 102,38,1,B,B,B+,A
BSCE,ENG 102,38,5,D+,C,C-,C+
BSAg,ENG 102,38,14,D+,C+,D+,C-
BCSE,ENG 102,38,0,B,B+,B+,B-
BBA,ENG 102,38,29,F,C+,F,F
BSME,ENG 102,38,1,D+,C+,C+,C+
BSME,ENG 102,38,2,D+,C-,C+,B-
BCSE,ENG 102,38,6,C-,C-,C+,C+
BSCE,ENG 102,38,5,D,B-,C-,C-
BCSE,ENG 102,43,1,B,B,B+,B
BCSE,CSC 455,33,8,B+,B+,B+,B
BBA,ENG 102,43,5,C,B,B+,B-
BSCE,CEN 160,23,3,A,B-,B+,B+
BCSE,ENG 102,43,7,C,B,B,B-
BSCE,ENG 102,43,1,D+,C,B-,C+
BSCE,ENG 102,43,1,C,C,B-,C
BSN,ENG 102,43,1,C-,F,F,B-
BSN,ENG 102,43,1,B-,C,B-,B-
BSAg,ENG 102,43,2,B-,B+,A,B+
BSAg,ENG 102,43,0,B,B,A,B
BSAg,ENG 102,43,0,C+,C,B-,C
BSAg,ENG 102,43,1,C-,B-,B-,B-
BSAg,ENG 102,43,1,C-,C,B-,C
BSAg,ENG 102,43,0,B-,B,A,B+
BCSE,ENG 102,43,5,C-,C,C,D
BSN,ENG 102,43,0,B,B-,B+,B
BSN,ENG 102,43,1,C-,D,C,B-
BSN,ENG 102,43,2,B,B+,A,B
BSN,ENG 102,43,4,D+,B-,B-,C+
BSN,ENG 102,43,3,C+,B-,B,C
BSN,ENG 102,43,1,B+,A,A,B+
BSN,ENG 102,43,2,B,A,A,B+
BSN,ENG 102,43,2,C-,B-,B-,C-
BSN,ENG 102,43,2,C-,C-,B-,B-
BSN,ENG 102,43,6,D+,C,C+,C-
BSN,ENG 102,43,3,B,B+,A,B-
BSN,ENG 102,43,28,C-,C-,D,F
BSN,ENG 102,43,2,D+,C,B-,C+
BSN,ENG 102,43,0,C-,C,B-,C+
BSN,ENG 102,43,24,D+,D+,D,F
BSN,ENG 102,43,4,B-,C+,B-,B-
BSN,ENG 102,43,2,C,B,B+,B
BSN,ENG 102,43,3,C-,C,B-,C-
BSN,ENG 102,43,3,C+,B,B,B-
BSN,ENG 102,43,5,D+,C+,B-,C+
BSN,ENG 102,43,9,D+,C+,B-,C-
BSN,ENG 102,43,0,B,B-,B+,B+
BSN,ENG 102,43,2,B-,B,B+,B
BSN,ENG 102,43,7,B-,B-,B-,C
BSN,ENG 102,43,5,C-,B-,B-,B-
BSN,ENG 102,43,1,C,C+,B-,B
BSN,ENG 102,43,1,C+,C+,B-,C+
BSN,ENG 102,43,2,B-,B,B+,B-
BSN,ENG 102,43,5,C+,B-,B-,B-
BSN,ENG 102,43,4,C,C,B-,B-
BSAg,ENG 102,43,2,C,C,B-,B-
BBA,ENG 102,43,14,D+,D+,C-,C-
BSCE,ENG 102,36,4,C,D,C+,C+
BCSE,ENG 102,36,1,A,A,A,A
BCSE,ENG 102,36,0,A,A,A,A
BCSE,ENG 102,36,9,B+,B+,B+,B+
BCSE,ENG 102,36,2,A,A,A,A
BCSE,ENG 102,36,13,B,B-,B,B-
BCSE,ENG 102,36,10,A,A,A,A
BCSE,ENG 102,36,1,B,B,B,C+
BCSE,ENG 102,36,1,B+,B+,B+,B+
BCSE,ENG 102,36,2,A,A,A,A
BCSE,ENG 102,36,16,B+,B-,B,B
BCSE,ENG 102,36,2,A,A,A,A
BCSE,ENG 102,36,7,C,C-,C+,C+
BSCE,ENG 102,36,17,C+,D,C,B-
BCSE,ENG 102,36,1,A,A,A,A
BCSE,ENG 102,36,10,B+,B-,B,B-
BCSE,ENG 102,36,2,C+,D+,B-,B-
BCSE,ENG 102,36,13,B-,D,C+,C
BCSE,ENG 102,36,2,A,A,A,B+
BCSE,ENG 102,36,0,B,B+,B+,B
BCSE,ENG 102,36,1,C,C,B-,B-
BCSE,ENG 102,36,13,B-,B+,B,B+
BSCE,ENG 102,36,4,C+,F,C+,B-
BCSE,ENG 102,36,18,D,C-,D+,C-
BSCE,ENG 102,36,11,B-,D,C+,B
BSCE,ENG 102,36,2,B-,D,B-,B-
BSCE,ENG 102,36,4,C,F,C,C+
BBA,ENG 102,36,2,B+,B,B+,B+
BSN,ENG 102,36,2,A,A,A,B+
BBA,ENG 102,36,5,B,B,B-,C-
BSCE,ENG 102,36,1,B,C+,B,B
BBA,ENG 102,36,1,C+,D+,C,D+
BCSE,ENG 102,36,15,C+,D,C,C+
BCSE,ENG 102,36,4,B-,C+,B-,B
BSCE,ENG 102,36,10,D+,D,C,B-
BSCE,ENG 102,36,4,D+,F,D+,C
BSN,ENG 102,36,1,C+,D+,B-,C-
BSN,ENG 102,36,1,B-,D+,B-,B-
BSCE,ENG 102,36,12,C+,D,C+,B
BSN,ENG 102,36,3,C-,C-,B-,B-
BSN,ENG 102,36,4,B,C-,B,B
BSN,ENG 102,36,4,B,C-,B,B
BSCE,ENG 102,36,5,B-,D,B-,B-
BSN,ENG 102,36,0,B+,B-,B+,B+
BSCE,ENG 102,36,15,C-,C-,D+,B-
BSCE,ENG 102,36,6,B-,C-,B-,B
BCSE,ENG 102,36,6,B-,C+,B,B+
BCSE,ENG 102,36,10,B,B-,B,B-
BSCE,ENG 102,36,12,B-,D,C+,C+
BCSE,ENG 102,36,0,B+,B+,B+,B+
BCSE,ENG 102,36,12,C-,F,D+,C-
BSCE,ENG 102,36,0,B,C+,B,B+
BCSE,ENG 102,36,13,B+,C+,B,B+
BCSE,ENG 102,36,0,B+,A,A,A
BSCE,ENG 102,36,11,C,C+,C+,B-
BSME,ENG 102,49,2,B+,A,B+,B
BSCE,ENG 102,49,0,B,A,A,B+
BSCE,ENG 102,49,1,B+,B+,B+,B
BSCE,ENG 102,49,2,B+,A,A,B+
BSME,ENG 102,49,2,A,A,A,A
BSME,ENG 102,49,0,B+,A,A,A
BSCE,ENG 102,49,2,B,B+,B+,B
BSME,ENG 102,49,0,B+,B+,B+,B+
BSME,ENG 102,49,0,B,B+,B+,B
BSME,ENG 102,49,1,B,B+,B+,B
BSME,ENG 102,49,1,B+,B+,B+,B+
BSCE,ENG 102,49,1,B+,A,A,A
BSME,ENG 102,49,0,A,A,A,B+
BSCE,ENG 102,49,0,B+,B+,A,B+
BSCE,ENG 102,49,0,B+,B+,B+,B
BSME,ENG 102,49,0,B,A,A,B
BSME,ENG 102,49,0,A,A,A,A
BSME,ENG 102,49,2,B+,B+,B+,B
BSME,ENG 102,49,3,B+,B+,B+,B
BSCE,ENG 102,49,4,B,B+,B,B
BSME,ENG 102,49,0,B,B+,B+,B+
BSME,ENG 102,49,0,B,B+,B+,B
BBA,ENG 102,49,1,B+,B+,B+,B
BSME,ENG 102,49,0,B,B+,B+,B
BSME,ENG 102,49,0,A,A,A,A
BSCE,ENG 102,49,2,A,A,A,A
BSCE,ENG 102,49,0,B+,A,A,B+
BSME,ENG 102,49,0,A,A,A,B+
BSCE,ENG 102,49,0,B+,A,A,B+
BSME,ENG 102,49,0,B,B+,B+,B
BSCE,ENG 102,49,1,B-,B+,B,B-
BSME,ENG 102,49,0,B+,B+,B+,B+
BSCE,ENG 102,49,0,B,B+,B+,B+
BSCE,ENG 102,49,0,B+,B+,B+,B
BSCE,ENG 102,49,0,B+,A,B+,B+
BSCE,ENG 102,49,0,B,B+,B+,B
BCSE,ENG 102,49,1,B,A,A,B+
BSME,ENG 102,49,0,A,A,A,B+
BSME,ENG 102,49,4,B,B+,B+,B
BSME,ENG 102,49,0,B+,B+,B+,B
BCSE,ENG 102,49,0,B,B+,B+,B
BBA,ENG 102,49,0,B+,B+,A,B+
BSCE,ENG 102,49,3,B,A,B+,B
BSCE,ENG 102,49,3,B+,B+,B+,B+
BSEEE,ENG 102,49,5,B+,B+,B+,B+
BSCE,ENG 102,49,1,B,B+,B+,B
BSCE,ENG 102,49,2,B+,B+,B+,B
BSME,ENG 102,49,1,A,A,A,A
BSCE,ENG 102,49,3,B,B+,C+,F
BSME,ENG 102,49,0,B+,A,A,A
BSME,ENG 102,49,1,B+,B+,A,B+
BSCE,ENG 102,49,0,B,B+,B+,B
BCSE,ENG 102,49,6,B,A,B+,B+
BBA,ENG 102,49,30,B,B+,B,B+
BSME,ENG 102,49,0,B+,B+,B+,B+
BSCE,CEN 207,17,5,B,C-,B-,B-
BSAg,ENG 102,36,1,B-,B+,B+,B+
BSAg,ENG 102,36,0,B-,B+,B+,A
BSAg,ENG 102,36,2,B-,B-,B-,C
BSAg,ENG 102,36,2,B-,B,B,B
BSAg,ENG 102,36,1,B+,A,A,B+
BSAg,ENG 102,36,0,B,B,A,A
BSAg,ENG 102,36,3,B,B,B,B
BSAg,ENG 102,36,0,B-,B+,B,B+
BSAg,ENG 102,36,0,B,B+,B+,B
BSAg,ENG 102,36,0,B+,B+,A,A
BSAg,ENG 102,36,2,C+,B,B-,B-
BSAg,ENG 102,36,1,B+,F,F,A
BSAg,ENG 102,36,6,B-,B,B,B-
BBA,ENG 102,36,1,D+,B-,C+,B-
BSAg,ENG 102,36,1,C+,B-,B,B
BSAg,ENG 102,36,9,A,A,B+,B+
BSCE,ENG 102,36,2,B,B,B,B
BSAg,ENG 102,36,2,B-,B,B+,A
BCSE,ENG 102,36,0,B,B-,B,B+
BBA,ENG 102,36,4,D+,B-,C,B-
BSCE,ENG 102,36,5,B-,B-,B-,A
BCSE,ENG 102,36,1,D+,B,B-,B-
BSCE,ENG 102,36,1,B,B+,B+,A
BCSE,ENG 102,36,1,B,B+,B+,A
BSAg,ENG 102,36,3,C+,B-,B-,B+
BSCE,ENG 102,36,3,B-,A,B+,A
BBA,ENG 102,36,6,C+,B+,B+,B
BSAg,ENG 102,36,0,C,B-,B-,B+
BBA,ENG 102,36,2,D+,C,C,B-
BSME,ENG 102,36,1,C+,B+,B+,B-
BSAg,ENG 102,36,1,D,D+,C-,C
BSME,ENG 102,36,1,C+,C,B-,C
BSEEE,ENG 102,36,1,C+,B-,B,B-
BSME,ENG 102,36,1,B-,B+,B,B+
BSAg,ENG 102,36,1,A,B+,A,A
BSAg,ENG 102,36,1,F,B-,C,C
BSEEE,ENG 102,36,24,F,C,F,F
BCSE,ENG 102,36,0,B,B+,A,A
BCSE,ENG 102,36,0,B-,B+,B+,B+
BSAg,ENG 102,36,1,B,B+,B+,A
BCSE,ENG 102,36,1,C+,B+,B,B
BSCE,ENG 102,36,0,D,B-,C,B-
BSCE,ENG 102,36,2,C+,B,B,B
BBA,ENG 102,36,2,A,B+,A,B+
BCSE,ENG 102,36,2,C-,B,B,B
BCSE,ENG 102,36,2,C-,B+,B,C+
BSME,ENG 102,36,1,C-,B,B-,B
BSME,ENG 102,36,0,C-,B-,C+,B-
BCSE,ENG 102,36,0,A,B,A,A
BSAg,ENG 102,36,0,C-,B-,C,B+
BSAg,ENG 102,38,4,B,B+,B-,D
BSCE,ENG 102,38,25,F,C+,F,F
BSCE,ENG 102,38,30,D,F,F,D
BSCE,ENG 102,38,2,C+,C-,C+,D+
BCSE,ENG 102,38,30,F,F,F,F
BBA,ENG 102,38,4,C,D+,C-,D+
BSCE,ENG 102,38,0,B+,B-,B,C
BSCE,ENG 102,38,0,B-,C,B-,D
BSCE,ENG 102,38,0,B+,B-,B-,D
BSCE,ENG 102,38,4,C-,B-,C,D+
BSCE,ENG 102,38,1,C-,C-,C,C-
BSCE,ENG 102,38,0,B+,C+,B-,D+
BCSE,ENG 102,38,28,D+,D,D+,D
BBA,ENG 102,38,9,B-,D+,B-,B
BBA,ENG 102,38,3,B+,B+,A,B+
BBA,ENG 102,38,2,B-,B+,B+,B+
BBA,ENG 102,38,5,B-,B-,B,B-
BSEEE,ENG 102,38,0,C-,C,C+,C+
BBA,ENG 102,38,0,B,B-,B,C+
BBA,ENG 102,38,2,B,B,B+,B+
BBA,ENG 102,38,4,C+,B,B-,B-
BBA,ENG 102,38,6,B,B-,B,B
BSME,ENG 102,38,9,C+,B-,C,D
BSME,ENG 102,38,1,D+,C-,C,C+
BSME,ENG 102,38,0,C-,B-,B-,B-
BSAg,ENG 102,38,9,D+,C,D+,D+
BCSE,ENG 102,38,2,C+,D,C,C-
BSCE,ENG 102,38,1,C-,C+,C,C+
BSCE,ENG 102,38,1,D+,F,C-,C+
BBA,ENG 102,38,1,B,A,A,B-
BSME,ENG 102,38,1,D+,C,C,C+
BBA,ENG 102,38,14,B,B,B,B-
BBA,ENG 102,38,2,C+,B-,B,A
BSME,ENG 102,38,3,D+,C-,C+,C-
BBA,ENG 102,38,23,F,F,F,C+
BSME,ENG 102,38,27,D+,D+,D+,C-
BSAg,ENG 102,38,1,D+,C-,C+,B-
BSAg,ENG 102,38,10,D+,C-,D+,C-
BSME,CHM 118,12,2,B,B-,B+,B
BSME,ENG 102,38,1,B,B-,B+,B-
BCSE,ENG 102,38,0,B-,B-,B,B
BCSE,ENG 102,38,0,C+,B-,B-,C
BBA,ENG 102,38,1,B-,B-,B-,B-
BBA,ENG 102,38,14,D+,B-,C+,B
BSCE,ENG 102,38,4,C-,C-,C,B-
BBA,ENG 102,38,4,B-,B,B+,B
BSAg,ENG 102,38,1,C+,B-,B,B
BCSE,ENG 102,38,1,C-,C,C+,B
BCSE,ENG 102,38,5,B-,B-,B,C+
BSAg,ENG 102,38,0,C,C,C+,B-
BSME,ENG 102,38,5,C,C,B-,B-
BSME,ENG 102,38,3,C-,C-,C-,C-
BSEEE,ENG 102,38,5,D+,C-,C,B
BBA,ENG 102,38,9,C-,C,C-,C-
BCSE,ENG 102,38,1,C+,B-,B-,C+
BSME,ENG 102,38,5,C+,C,C+,C-
BSAg,ENG 102,38,3,C-,C+,C-,F
BSAg,ENG 102,38,0,C,B-,B-,C+
BBA,ENG 102,48,13,A,A,A,A
BBA,ENG 102,48,15,B+,B,B-,B-
BSCE,ENG 102,48,0,A,A,A,A
BSCE,ENG 102,48,2,A,A,A,A
BBA,ENG 102,48,3,B,B+,B,B-
BSME,ENG 102,48,2,B+,B,A,A
BSCE,ENG 102,48,13,C+,B-,B-,B-
BSCE,ENG 102,48,44,F,C+,F,F
BSCE,ENG 102,48,7,C-,B,B-,B
BSCE,ENG 102,48,17,C,B-,B-,B-
BBA,ENG 102,48,47,F,F,F,F
BBA,ENG 102,48,5,B+,B-,B+,B
BSME,ENG 102,48,8,B+,B-,B,B
BSME,ENG 102,48,24,C-,B,B-,B-
BSME,ENG 102,48,4,B,B-,B-,B-
BBA,ENG 102,48,10,B+,C+,B,B+
BSME,ENG 102,48,14,B,B,B+,A
BSCE,ENG 102,48,27,B-,B,B-,B-
BBA,ENG 102,48,40,D,B+,C,B-
BCSE,ENG 102,48,11,D,B,C-,C-
BSME,ENG 102,48,6,B,B+,A,B+
BAEcon,ENG 102,48,19,B-,B-,B-,B-
BCSE,ENG 102,48,7,B-,B-,B-,B-
BSCE,ENG 102,48,13,B-,B,B,B+
BSME,ENG 102,48,24,C-,B-,C,C+
BCSE,ENG 102,48,24,C-,B,D,F
BBA,ENG 102,48,33,B,B,B-,B
BBA,ENG 102,48,37,B+,C+,B-,B-
BSCE,ENG 102,48,7,D+,B,B-,B
BSME,ENG 102,48,1,B,B-,B,B
BSCE,ENG 102,48,23,C+,C+,B-,B-
BBA,ENG 102,48,5,C-,B,B-,B
BSCE,ENG 102,48,15,D+,B+,B-,B-
BSCE,ENG 102,48,11,C+,B+,B-,B
BSEEE,ENG 102,48,18,B+,B,B-,B-
BCSE,ENG 102,48,4,B,B-,B+,B+
BCSE,ENG 102,48,6,B+,B,B+,A
BSEEE,ENG 102,48,18,C-,B,B-,B-
BCSE,ENG 102,48,11,B-,B,B+,A
BSME,ENG 102,48,20,C-,B,B-,B
BSME,ENG 102,48,21,D+,B-,B-,B
BSCE,ENG 102,48,4,C+,B,B-,B-
BCSE,ENG 102,48,11,B-,B+,B,B
BSCE,ENG 102,48,22,F,B,C-,C+
BBA,ENG 102,48,13,B+,B,B,B+
BBA,ENG 102,48,40,D,F,F,F
BBA,ENG 102,48,33,B,F,F,B
BBA,ENG 102,43,1,B,B+,A,B+
BBA,ENG 102,43,0,B,B+,A,B
BBA,ENG 102,43,1,B,B,A,B+
BBA,ENG 102,43,4,B+,B+,A,A
BBA,ENG 102,43,0,B-,B+,A,B+
BBA,ENG 102,43,0,B,B+,A,B+
BBA,ENG 102,43,4,C,B-,B-,C+
BSME,ENG 102,43,1,C,B-,B,C
BSME,ENG 102,43,0,C,C+,B,C
BBA,ENG 102,43,3,B-,B,B+,B
BCSE,ENG 102,43,5,C-,B-,B,C+
BCSE,ENG 102,43,10,C,C,B-,C-
BBA,ENG 102,43,1,C,B-,B,B-
BBA,ENG 102,43,16,F,C-,C,B-
BBA,ENG 102,43,4,C+,B,B+,B
BATHM,ENG 102,43,25,B,B+,B+,B
BBA,ENG 102,43,11,C-,C+,B-,C+
BCSE,ENG 102,43,7,C-,C,C+,C
BBA,ENG 102,43,1,B-,B,B+,B-
BBA,ENG 102,43,34,C,C+,B-,B
BSCE,ENG 102,43,13,C,C+,B-,B-
BSME,ENG 102,43,3,C,C+,B-,C-
BSCE,ENG 102,43,20,F,F,F,B-
BSME,ENG 102,43,7,B-,B,B+,C+
BSME,ENG 102,43,6,C,C+,B-,C+
BBA,ENG 102,43,1,B-,B+,A,B
BCSE,ENG 102,43,1,C,B-,B,C+
BCSE,ENG 102,43,5,C+,B-,B,B
BCSE,ENG 102,43,5,B-,B-,B+,B
BCSE,ENG 102,43,2,C+,B-,B,C+
BCSE,ENG 102,43,9,F,B-,C+,B-
BCSE,ENG 102,38,6,D+,C-,D+,F
BSCE,ENG 102,38,1,B+,A,A,A
BSCE,ENG 102,38,1,B,A,A,A
BSCE,ENG 102,38,1,B-,B-,B,D+
